"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.857720958E0,-1.646818519E-1,-8.029859066E-1,1.083052978E-1
3.867656958E0,-9.302732348E-2,-6.886927485E-1,-1.960019208E-2
3.877592958E0,5.740399659E-2,-4.548226893E-1,-1.382056773E-1
3.887528958E0,1.700304300E-1,-2.469531447E-1,-2.762711048E-1
3.897464958E0,2.052185237E-1,-1.047765762E-1,-3.826622665E-1
3.907400958E0,2.001826465E-1,-2.297892049E-2,-4.304117560E-1
3.917336958E0,1.984204203E-1,4.900152981E-2,-4.450170696E-1
3.927272958E0,2.398852408E-1,9.020563215E-3,-4.092817008E-1
3.937208958E0,2.028688788E-1,-2.740822434E-1,-2.959258258E-1
3.947144958E0,9.070385247E-2,-6.671768427E-1,-4.613919184E-2
3.957079958E0,2.629829347E-1,-8.931993246E-1,8.385050297E-2
3.967015958E0,4.931645691E-1,-1.120642781E0,-6.614509970E-2
3.976951958E0,7.309970856E-1,-1.178600907E0,-2.796496749E-1
3.986887958E0,9.206025600E-1,-1.090622067E0,-4.063953757E-1
3.996823958E0,1.171985030E0,-9.202439189E-1,-4.363679290E-1
4.006759958E0,1.575577974E0,-7.463926077E-1,-5.572130680E-1
4.016695958E0,2.018614531E0,-6.925818324E-1,-7.522509694E-1
4.026631958E0,2.396247625E0,-8.519486189E-1,-8.946568966E-1
4.036567958E0,2.518859148E0,-1.316976428E0,-9.646631479E-1
4.046503958E0,1.710477948E0,-2.009117365E0,-8.054463863E-1
4.056439958E0,8.617604375E-1,-1.798755646E0,-4.881371260E-1
4.066375958E0,3.209300637E-1,-9.060420394E-1,-1.535250694E-1
4.076311958E0,-9.965552390E-2,-7.154078782E-2,-1.206776276E-1
4.086247958E0,-3.681103587E-1,5.902659893E-1,-2.416204810E-1
4.096182958E0,-5.056895018E-1,1.051595211E0,-3.267654479E-1
4.106118958E0,-6.348241568E-1,1.230374694E0,-3.143980801E-1
4.116054958E0,-7.637194991E-1,1.158097625E0,-2.268530577E-1
4.125990958E0,-7.912855148E-1,1.052927136E0,-2.340430915E-1
4.135926958E0,-7.145118713E-1,1.006092787E0,-2.856388986E-1
4.145862958E0,-5.856037736E-1,9.826418757E-1,-3.617416322E-1
4.155798958E0,-4.547102153E-1,9.453416467E-1,-4.256013036E-1
4.165734958E0,-3.552779257E-1,8.800654411E-1,-4.584239721E-1
4.175670958E0,-2.819563150E-1,8.510620594E-1,-4.597091973E-1
4.185606958E0,-2.432780713E-1,8.646367788E-1,-4.498618841E-1
4.195542958E0,-2.620043457E-1,8.541300893E-1,-4.520033300E-1
4.205478958E0,-3.098120391E-1,8.708784580E-1,-4.411251545E-1
4.215414958E0,-4.269921780E-1,6.470387578E-1,-2.587329745E-1
4.225350958E0,-9.054908156E-1,-1.043538228E-1,1.092802063E-1
4.235285958E0,-1.390220523E0,-6.014970541E-1,6.224228740E-1
4.245221958E0,-1.891717792E0,-1.020518661E0,1.105859280E0
4.255157958E0,-1.713344932E0,-3.543102741E-1,1.616673112E0
4.265093958E0,-1.763629317E0,1.508224458E-1,1.220230937E0
4.275029958E0,-1.673081398E0,1.204073071E0,7.014508247E-1
4.284966458E0,-1.817760110E0,1.757886887E0,6.797735691E-1
4.294902458E0,-2.093606710E0,1.853660107E0,9.776827097E-1
4.304838458E0,-2.431802988E0,1.715178132E0,1.281582832E0
4.314774458E0,-2.828585386E0,1.407524943E0,1.405199409E0
4.324710458E0,-3.048653603E0,1.290992737E0,1.480420828E0
4.334646458E0,-3.145905495E0,1.310561895E0,1.457922459E0
4.344582458E0,-3.166426897E0,1.416737795E0,1.356412172E0
4.354518458E0,-3.155884266E0,1.559134603E0,1.223408818E0
4.364454458E0,-3.096713781E0,1.787938356E0,9.945867658E-1
4.374390458E0,-2.964241505E0,2.078517914E0,6.483838558E-1
4.384326458E0,-2.807440042E0,2.249775410E0,2.818766832E-1
4.394261458E0,-2.409850121E0,2.218355179E0,7.407928258E-2
4.404197458E0,-1.676884770E0,1.789860010E0,-9.451878071E-2
4.414133458E0,-1.301111102E0,2.141229153E0,-3.459792435E-1
4.424069458E0,-1.176741719E0,2.909077406E0,-5.769400001E-1
4.434005458E0,-1.124187946E0,3.520963430E0,-7.323359847E-1
4.443941458E0,-9.766969681E-1,4.012953758E0,-8.734720945E-1
4.453877458E0,-8.753530383E-1,4.490952015E0,-9.328235388E-1
4.463813458E0,-7.890437245E-1,4.756207943E0,-9.716047645E-1
4.473749458E0,-4.949705899E-1,4.769051552E0,-1.121360183E0
4.483685458E0,-1.904025972E-1,4.642263889E0,-1.222525716E0
4.493621458E0,-2.382427081E-2,4.581398964E0,-1.211835980E0
4.503557458E0,7.170683891E-2,4.123632908E0,-1.170415878E0
4.513493458E0,2.756735682E-1,3.557384729E0,-1.308497667E0
4.523429458E0,4.097588658E-1,3.000980616E0,-1.368520379E0
4.533365458E0,4.496921599E-1,2.303705692E0,-1.259731889E0
4.543301458E0,4.106438458E-1,1.576777220E0,-9.854977131E-1
4.553237458E0,3.159777820E-1,9.740290642E-1,-6.531178951E-1
4.563172458E0,2.744185925E-1,5.807099938E-1,-3.460399806E-1
4.573108458E0,3.083576560E-1,3.545469046E-1,-5.815573037E-2
4.583044458E0,3.612443507E-1,1.405972391E-1,2.697073519E-1
4.592980458E0,4.016530216E-1,-1.229031011E-1,6.131832600E-1
4.602916458E0,4.237106740E-1,-3.810862005E-1,9.186323881E-1
4.612852458E0,4.669737220E-1,-5.769504905E-1,1.115479946E0
4.622788458E0,4.809427261E-1,-7.244567871E-1,1.186980247E0
4.632724458E0,4.917937815E-1,-8.600465655E-1,1.190258265E0
4.642660458E0,5.024237633E-1,-9.776288271E-1,1.146673203E0
4.652596458E0,5.213335156E-1,-1.039353251E0,1.097348809E0
4.662532458E0,5.560844541E-1,-1.074963927E0,1.054099441E0
4.672468458E0,5.980167389E-1,-1.106035352E0,1.034202933E0
4.682404458E0,6.534196138E-1,-1.149901152E0,1.040330291E0
4.692340458E0,7.084240317E-1,-1.218917489E0,1.047003150E0
4.702276458E0,7.453471422E-1,-1.252899051E0,1.058192134E0
4.712212458E0,7.644811273E-1,-1.221311092E0,1.052871585E0
4.722148458E0,7.765009403E-1,-1.233327866E0,1.056976318E0
4.732084458E0,7.977116704E-1,-1.276601672E0,1.087677479E0
4.742019458E0,8.637630343E-1,-1.292646408E0,1.146528244E0
4.751955458E0,9.885206819E-1,-1.288659573E0,1.226983428E0
4.761891458E0,1.162781835E0,-1.278441668E0,1.351556897E0
4.771827458E0,1.283262730E0,-1.191383481E0,1.408397794E0
4.781763458E0,1.278697014E0,-8.976335526E-1,1.287820935E0
4.791699458E0,1.165381193E0,-4.522922635E-1,1.001054168E0
4.801635458E0,1.017248392E0,3.776089475E-2,6.682478189E-1
4.811571458E0,8.828508258E-1,6.177987456E-1,4.296349585E-1
4.821507458E0,7.667037845E-1,1.297934532E0,3.125192523E-1
4.831443458E0,6.485481262E-1,1.953512669E0,2.436421812E-1
4.841379458E0,5.366787910E-1,2.528915644E0,1.704787463E-1
4.851315458E0,4.382078350E-1,2.981048107E0,1.136165261E-1
4.861251458E0,3.525921702E-1,3.288616419E0,9.647240490E-2
4.871187458E0,2.775429487E-1,3.483253956E0,9.200761467E-2
4.881123458E0,2.326166183E-1,3.591292381E0,1.345007271E-1
4.891059458E0,1.808208078E-1,3.543637991E0,2.132541388E-1
4.900995458E0,7.820542902E-2,3.294352770E0,3.011453748E-1
4.910931458E0,-5.171767995E-2,2.854137897E0,3.882373869E-1
4.920867458E0,-2.070990950E-1,2.267092228E0,4.523007870E-1
4.930803458E0,-3.364895582E-1,1.630470514E0,4.844672382E-1
4.940739458E0,-3.236029148E-1,1.096647620E0,4.948008955E-1
4.950675458E0,-2.297163755E-1,5.980101228E-1,5.070716739E-1
4.960610458E0,-1.391060799E-1,-3.862243891E-2,5.008097887E-1
4.970546458E0,1.320934594E-1,-2.852159739E-1,3.321837187E-1
4.980482458E0,4.261558950E-1,-3.030961156E-1,1.140572652E-1
4.990418458E0,6.231211424E-1,-1.939067692E-1,-7.759153098E-2
5.000354458E0,6.497359872E-1,-1.389625967E-1,-1.663786769E-1
5.010290458E0,5.708504915E-1,-1.029348075E-1,-1.835893691E-1
5.020226458E0,4.264727235E-1,-7.519999146E-2,-2.044972926E-1
5.030162458E0,2.811581194E-1,-4.712734744E-2,-2.270225734E-1
5.040098458E0,1.613339186E-1,-6.767487526E-2,-2.209937125E-1
5.050034458E0,7.853863388E-2,-1.310155094E-1,-1.984306127E-1
5.059970458E0,2.847521380E-2,-2.274933159E-1,-1.941946000E-1
5.069906458E0,-1.069402788E-2,-3.158793747E-1,-1.944353431E-1
5.079842458E0,3.001334518E-2,-3.000233769E-1,-1.231630147E-1
5.089778458E0,9.012887627E-2,-3.194804490E-1,-9.583284706E-2
5.099714458E0,1.853675842E-1,-3.266086578E-1,-1.091952771E-1
5.109650458E0,2.922026813E-1,-3.500798941E-1,-7.529456913E-2
5.119586458E0,3.750225902E-1,-3.839040101E-1,-4.691168293E-2
5.129522458E0,4.310446084E-1,-4.245563745E-1,-1.855940558E-2
5.139458458E0,4.464339614E-1,-4.652564228E-1,1.030500513E-2
5.149394458E0,4.441947937E-1,-4.794372320E-1,3.251549974E-2
5.159330458E0,4.324796796E-1,-4.559052289E-1,7.107649744E-2
5.169266458E0,4.059934914E-1,-4.060937166E-1,1.069599316E-1
5.179202458E0,3.706004918E-1,-3.425550759E-1,1.360775828E-1
5.189138458E0,3.333724141E-1,-2.685679197E-1,1.457214206E-1
5.199074458E0,2.960023582E-1,-1.906474680E-1,1.487374455E-1
5.209010458E0,2.607274354E-1,-1.378729343E-1,1.433815658E-1
5.218946458E0,2.283928096E-1,-1.002801731E-1,1.430287063E-1
5.228881458E0,2.066475600E-1,-8.625809848E-2,1.397751123E-1
5.238817458E0,1.876498610E-1,-9.493701905E-2,1.241104081E-1
5.248753458E0,1.652697176E-1,-1.390605420E-1,1.115512028E-1
5.258689458E0,1.458146125E-1,-1.761310399E-1,1.027995348E-1
5.268625458E0,1.582348049E-1,-1.468240172E-1,1.138615087E-1
5.278560625E0,2.154052258E-1,3.969420679E-3,1.614857316E-1
5.288496625E0,2.552035153E-1,1.961220950E-1,1.191039160E-1
5.298432625E0,3.178342581E-1,3.852926493E-1,-1.754081249E-1
5.308368625E0,-4.202697426E-2,-1.881983131E-1,-3.204172552E-1
5.318304625E0,-4.145761132E-1,-7.191941738E-1,-3.890719414E-1
5.328240625E0,-7.423907518E-1,-1.114724755E0,-4.287642539E-1
5.338176625E0,-1.072190642E0,-1.328562617E0,-5.114199519E-1
5.348112625E0,-1.121470809E0,-8.321239948E-1,-4.516240060E-1
5.358048625E0,-1.096510768E0,-2.978136241E-1,-2.125235796E-1
5.367984625E0,-9.458612800E-1,3.115967512E-1,-2.254431508E-2
5.377920625E0,-7.675868869E-1,6.589514613E-1,6.523962319E-2
5.387856625E0,-6.767182350E-1,5.876386762E-1,3.455148637E-2
5.397792625E0,-6.235469580E-1,4.688830972E-1,-3.686092049E-2
5.407728625E0,-5.679822564E-1,4.836298227E-1,-7.178694755E-2
5.417664625E0,-4.901281595E-1,5.695595145E-1,-9.559399635E-2
5.427600625E0,-3.851236701E-1,5.963860750E-1,-1.558711976E-1
5.437536625E0,-3.052729964E-1,4.175518453E-1,-3.144797683E-1
5.447472625E0,-2.702050209E-1,2.538017929E-1,-4.449482858E-1
5.457408625E0,-2.441834360E-1,2.573367655E-1,-4.501425028E-1
5.467344625E0,-2.020903081E-1,3.929952383E-1,-3.627514243E-1
5.477280625E0,-1.573714465E-1,5.642838478E-1,-2.481044680E-1
5.487216625E0,-1.182299182E-1,7.239214182E-1,-1.411596388E-1
5.497152625E0,-1.209203303E-1,8.365782499E-1,-6.109967828E-2
5.507088625E0,-1.827892959E-1,8.483182192E-1,-3.748116642E-2
5.517024625E0,-2.623463273E-1,6.830264330E-1,-5.379650369E-2
5.526959625E0,-3.213191032E-1,3.610398769E-1,-8.915955573E-2
5.536895625E0,-3.443009555E-1,-4.389820248E-2,-1.264893264E-1
5.546831625E0,-3.353303671E-1,-4.554106295E-1,-1.731785387E-1
5.556767625E0,-3.207611144E-1,-8.326160908E-1,-2.521881759E-1
5.566703625E0,-3.249033988E-1,-1.110454917E0,-3.615024090E-1
5.576639625E0,-3.323900402E-1,-1.282584429E0,-4.477565885E-1
5.586575625E0,-3.178334534E-1,-1.317655921E0,-4.668133855E-1
5.596511625E0,-2.829793692E-1,-1.277156353E0,-4.374538958E-1
5.606447625E0,-3.133327365E-1,-1.309064388E0,-4.252885580E-1
5.616383625E0,-4.267510772E-1,-1.522434831E0,-5.222811699E-1
5.626319625E0,-5.754734874E-1,-1.818345904E0,-5.890734792E-1
5.636255625E0,-6.650940776E-1,-2.020825863E0,-5.189671516E-1
5.646191625E0,-7.196579576E-1,-2.190601110E0,-3.552018702E-1
5.656127625E0,-9.067220092E-1,-2.452889204E0,-2.503146231E-1
5.666063625E0,-1.328449488E0,-2.972961187E0,-5.813130736E-1
5.675999625E0,-1.662444115E0,-3.374817371E0,-1.280929446E0
5.685935625E0,-2.058634043E0,-3.252831936E0,-1.788393736E0
5.695871625E0,-3.234497786E0,-7.622626424E-1,-8.268543482E-1
5.705807625E0,-3.665595055E0,1.148531914E0,-6.476368904E-1
5.715743625E0,-3.424911261E0,2.624880791E0,-9.904629588E-1
5.725679625E0,-2.765941143E0,4.135053158E0,-1.184347868E0
5.735615625E0,-1.870798945E0,5.668494225E0,-1.214658022E0
5.745551625E0,-2.071933597E-1,5.791097641E0,-8.150565624E-1
5.755487625E0,1.428684354E0,5.198702335E0,-2.637936771E-1
5.765423625E0,2.315448999E0,4.964569092E0,-4.221766591E-1
5.775359625E0,2.459786892E0,5.121519566E0,-9.049091935E-1
5.785295625E0,1.870893478E0,5.897033691E0,-1.049847007E0
5.795231625E0,1.332489371E0,5.863721848E0,-1.052407861E0
5.805167625E0,1.012601137E0,5.053246975E0,-1.217481494E0
5.815103625E0,6.725354195E-1,4.051508904E0,-1.300690770E0
5.825039625E0,3.433082402E-1,3.106375694E0,-1.346691728E0
5.834975625E0,8.625941724E-2,2.327323437E0,-1.428613663E0
5.844911625E0,-1.127319783E-1,1.772404671E0,-1.506010175E0
5.854847625E0,-3.013366163E-1,1.552598596E0,-1.617127419E0
5.864783625E0,-3.836903572E-1,1.526525259E0,-1.652027369E0
5.874719625E0,-3.839334846E-1,1.619409084E0,-1.594385624E0
5.884655625E0,-3.493499458E-1,1.834425211E0,-1.507661700E0
5.894591625E0,-3.082363307E-1,2.084165812E0,-1.404442430E0
5.904527625E0,-3.034615517E-1,2.283542156E0,-1.321932554E0
5.914463625E0,-3.392944336E-1,2.393679380E0,-1.243704081E0
5.924399625E0,-3.763299286E-1,2.414278030E0,-1.159845114E0
5.934335625E0,-4.266058207E-1,2.372951746E0,-1.084954858E0
5.944271625E0,-4.507015347E-1,2.267818451E0,-1.025722504E0
5.954207625E0,-4.246393740E-1,2.124999762E0,-9.369276166E-1
5.964143625E0,-3.613653481E-1,1.964034200E0,-8.240471482E-1
5.974079625E0,-2.937557399E-1,1.914345741E0,-7.175763845E-1
5.984015625E0,-2.226035446E-1,2.042933702E0,-6.341022849E-1
5.993950625E0,-1.330081820E-1,2.271647930E0,-5.824339986E-1
6.003886625E0,-4.810009152E-3,2.525589228E0,-5.011221170E-1
6.013822625E0,1.276482344E-1,2.773823738E0,-4.395684302E-1
6.023758625E0,2.196271569E-1,2.966371536E0,-4.241556525E-1
6.033694625E0,2.536551058E-1,3.022115231E0,-4.169129729E-1
6.043630625E0,1.936634034E-1,2.859830856E0,-4.355180562E-1
6.053566625E0,4.431561753E-2,2.528598785E0,-4.981393516E-1
6.063502625E0,-1.224368736E-1,2.067135096E0,-5.101400614E-1
6.073438625E0,-1.961730719E-1,1.436801791E0,-4.943864048E-1
6.083374625E0,-2.148575485E-1,7.604764104E-1,-5.085957050E-1
6.093310625E0,-1.419439614E-1,1.523534507E-1,-4.649164081E-1
6.103246625E0,-2.001087740E-2,-4.991963506E-1,-4.309259653E-1
6.113182625E0,9.575992078E-2,-1.087300777E0,-3.817669451E-1
6.123118625E0,1.734805554E-1,-1.600910068E0,-3.077611625E-1
6.133054625E0,1.698791981E-1,-1.984234095E0,-1.674908698E-1
6.142990625E0,1.193989813E-1,-2.197520018E0,-8.885771967E-3
6.152926625E0,1.589925028E-2,-2.258167028E0,8.649854362E-2
6.162862625E0,-1.171884984E-1,-2.153855562E0,1.559620351E-1
6.172798625E0,-3.068391085E-1,-1.974752784E0,2.066275924E-1
6.182734625E0,-5.483058095E-1,-1.767119408E0,2.484698445E-1
6.192670625E0,-7.652149796E-1,-1.428126693E0,3.220612705E-1
6.202606625E0,-9.561167955E-1,-9.325885773E-1,3.743881285E-1
6.212542625E0,-1.110688210E0,-3.790764511E-1,3.734506965E-1
6.222478625E0,-1.250990152E0,1.208063290E-1,3.602944314E-1
6.232414625E0,-1.417651176E0,4.979801774E-1,3.117348254E-1
6.242350625E0,-1.603876114E0,7.425292134E-1,2.769232988E-1
6.252286625E0,-1.787812829E0,8.512893915E-1,2.810264826E-1
6.262222625E0,-1.960822940E0,8.515032530E-1,3.146353066E-1
6.272158625E0,-2.090936899E0,7.505328059E-1,3.718165457E-1
6.282095833E0,-2.176342964E0,5.645368099E-1,4.425317049E-1
6.292031833E0,-2.190861702E0,3.093472421E-1,5.295835733E-1
6.301967833E0,-2.046448469E0,-1.276937425E-1,6.946505308E-1
6.311903833E0,-1.689039469E0,-8.236253858E-1,9.569138288E-1
6.321839833E0,-1.218103409E0,-1.699313045E0,1.258883476E0
6.331775833E0,-6.663329601E-1,-2.408616543E0,1.547036052E0
6.341711833E0,-5.969749764E-4,-2.790067196E0,1.780067921E0
6.351647833E0,5.933452845E-1,-2.695163012E0,1.782571077E0
6.361583833E0,9.735679626E-1,-2.241762638E0,1.669171810E0
6.371519833E0,1.300847292E0,-1.680426836E0,1.356945872E0
6.381455833E0,1.747042656E0,-1.257199883E0,9.096382260E-1
6.391391833E0,1.821875572E0,-2.741422355E-1,4.898550808E-1
6.401327833E0,1.353863716E0,1.007548213E0,3.085518479E-1
6.411263833E0,8.437241316E-1,2.169540644E0,4.200927615E-1
6.421199833E0,1.384820640E-1,3.517439127E0,8.947508335E-1
6.431135833E0,-1.230239749E0,5.830436230E0,1.528967261E0
6.441071833E0,-1.562691689E0,5.154670238E0,2.065787077E0
6.451007833E0,-9.153608084E-1,2.598785400E0,2.556413412E0
6.460943833E0,-7.881669402E-1,1.094178796E0,2.812896729E0
6.470879833E0,-1.039271116E0,4.784871638E-1,2.843696356E0
6.480815833E0,-1.258603692E0,6.815397739E-2,2.672404289E0
6.490751833E0,-1.470356345E0,1.219928861E-1,2.493815660E0
6.500687833E0,-1.541236043E0,2.273643166E-1,2.458785295E0
6.510623833E0,-1.526221752E0,3.615386188E-1,2.554070234E0
6.520559833E0,-1.501661777E0,6.353600621E-1,2.617227316E0
6.530495833E0,-1.427228332E0,9.336054921E-1,2.575525999E0
6.540431833E0,-1.311957955E0,1.143193603E0,2.459345818E0
6.550367833E0,-1.182262182E0,1.339448690E0,2.270168543E0
6.560303833E0,-1.025819540E0,1.592046022E0,2.036059380E0
6.570239833E0,-8.430060148E-1,1.845055938E0,1.778271079E0
6.580175833E0,-6.584069133E-1,2.027437210E0,1.504732251E0
6.590111833E0,-5.124434829E-1,2.133275509E0,1.241988420E0
6.600047833E0,-4.807912707E-1,2.243164778E0,9.539340734E-1
6.609983833E0,-4.704796970E-1,2.168869495E0,7.212257385E-1
6.619919833E0,-3.952755034E-1,1.823029518E0,5.807548761E-1
6.629855833E0,-3.771980107E-1,1.554240465E0,4.655318558E-1
6.639791833E0,-4.147075713E-1,1.349691033E0,3.495466411E-1
6.649727833E0,-4.600301683E-1,1.091920376E0,3.277971745E-1
6.659663833E0,-4.968443811E-1,8.884953260E-1,3.390308917E-1
6.669598833E0,-5.061148405E-1,6.780433059E-1,3.172640800E-1
6.679534833E0,-5.354034901E-1,5.182195902E-1,3.151167929E-1
6.689470833E0,-5.596768856E-1,3.741566241E-1,3.653154969E-1
6.699407833E0,-5.546320677E-1,1.976281852E-1,3.857182562E-1
6.709342833E0,-5.902345181E-1,1.055557430E-1,3.756326139E-1
6.719278833E0,-6.523979902E-1,6.312253326E-2,3.546418250E-1
6.729214833E0,-6.415578723E-1,-9.875477850E-2,3.251108229E-1
6.739150833E0,-5.982354283E-1,-2.865811288E-1,2.816131711E-1
6.749086833E0,-5.411548615E-1,-4.481519163E-1,2.235429436E-1
6.759022833E0,-4.974936843E-1,-5.548363328E-1,1.542786509E-1
6.768958833E0,-4.589190185E-1,-5.595920086E-1,6.583585590E-2
6.778894833E0,-4.461944103E-1,-4.816718698E-1,-1.318946108E-2
6.788830833E0,-4.177087545E-1,-4.455785453E-1,-1.131509468E-1
6.798766833E0,-3.806889355E-1,-4.546979964E-1,-2.209780812E-1
6.808702833E0,-3.267464936E-1,-5.694705248E-1,-3.118081093E-1
6.818638833E0,-3.000919819E-1,-6.587617397E-1,-3.431897461E-1
6.828574833E0,-3.500539660E-1,-6.170132756E-1,-3.308513165E-1
6.838510833E0,-3.894692659E-1,-6.293879151E-1,-2.773548067E-1
6.848446833E0,-3.811124563E-1,-6.994800568E-1,-2.080044597E-1
6.858382833E0,-3.815444112E-1,-7.499387264E-1,-1.361691505E-1
6.868318833E0,-3.575213850E-1,-8.559566736E-1,-5.972659215E-2
6.878254833E0,-3.294964135E-1,-9.558994770E-1,2.253658511E-2
6.888190833E0,-3.383302093E-1,-9.906262755E-1,9.079875052E-2
6.898126833E0,-3.459945321E-1,-9.885913730E-1,1.678349376E-1
6.908062833E0,-3.288024664E-1,-9.267016053E-1,2.225168049E-1
6.917998833E0,-2.959209383E-1,-8.133233786E-1,2.390675545E-1
6.927934833E0,-2.468452603E-1,-6.940599084E-1,2.342746705E-1
6.937870833E0,-1.957439929E-1,-6.106973886E-1,2.214627266E-1
6.947806833E0,-1.573442817E-1,-5.235098004E-1,2.306232005E-1
6.957742833E0,-1.351108700E-1,-4.206186235E-1,2.503007650E-1
6.967678833E0,-1.122555882E-1,-2.981606126E-1,2.934045494E-1
6.977614833E0,-8.319889009E-2,-1.605140865E-1,3.590352237E-1
6.987550833E0,-4.105124995E-2,-1.662505977E-2,4.275919497E-1
6.997486833E0,-3.843161277E-3,1.908977628E-1,4.238752425E-1
7.007422833E0,6.630237401E-2,3.440676630E-1,3.742320538E-1
7.017358833E0,1.387310326E-1,4.440920055E-1,3.033370972E-1
7.027294833E0,1.773228347E-1,5.184314847E-1,2.237365395E-1
7.037230833E0,2.004364133E-1,5.761717558E-1,1.437282562E-1
7.047166833E0,2.175827175E-1,6.175599098E-1,7.780968398E-2
7.057102833E0,2.605714798E-1,6.111448407E-1,6.023379043E-3
7.067038833E0,3.197302520E-1,5.683669448E-1,-4.355508462E-2
7.076974833E0,4.015079439E-1,5.078636408E-1,-6.846176088E-2
7.086910833E0,4.854446352E-1,4.560281336E-1,-5.853190646E-2
7.096846833E0,5.479778051E-1,4.804328084E-1,-3.623325750E-2
7.106782833E0,5.851979852E-1,5.038759708E-1,-2.240506746E-2
7.116718833E0,6.240162253E-1,4.936784804E-1,3.434156626E-2
7.126654833E0,6.312664151E-1,5.436649323E-1,6.612534821E-2
7.136590833E0,6.280013323E-1,5.975965858E-1,7.308551669E-2
7.146526833E0,6.421939135E-1,6.007907391E-1,9.886439145E-2
7.156462833E0,6.440775990E-1,5.574624538E-1,1.487248987E-1
7.166398833E0,6.298249960E-1,5.216130018E-1,2.116255462E-1
7.176334833E0,5.941032171E-1,4.810746312E-1,2.953638434E-1
7.186270833E0,5.668039918E-1,4.097652435E-1,3.955940604E-1
7.196206833E0,5.310156345E-1,3.699105084E-1,4.870515168E-1
7.206142833E0,4.758084714E-1,3.446909785E-1,5.595872402E-1
7.216078833E0,4.053612053E-1,2.737587690E-1,5.802999735E-1
7.226014833E0,3.271235824E-1,1.622432470E-1,5.717009306E-1
7.235950833E0,2.360751629E-1,6.912449747E-2,5.483167768E-1
7.245886833E0,1.398708075E-1,2.107338235E-2,5.065538883E-1
7.255822833E0,4.540209100E-2,-4.389632493E-3,4.438811541E-1
7.265758833E0,-1.674545184E-2,-1.252891123E-1,3.845589757E-1
7.275694833E0,-2.844924480E-2,-2.740186751E-1,3.932152987E-1
7.285630125E0,1.242131181E-2,-1.838742197E-1,4.329818785E-1
7.295566125E0,1.166382581E-1,8.902894706E-2,4.741412997E-1
7.305502125E0,2.380687594E-1,3.945095241E-1,4.448524117E-1
7.315438125E0,3.131645918E-1,6.531994343E-1,3.261151016E-1
7.325374125E0,3.245503008E-1,7.611441016E-1,1.617429405E-1
7.335310125E0,2.705083787E-1,6.809589863E-1,-9.831209667E-3
7.345246125E0,1.653243154E-1,4.849863350E-1,-1.711260825E-1
7.355182125E0,5.763194710E-2,2.427127361E-1,-3.240847290E-1
7.365118125E0,-1.042568125E-2,4.395311233E-3,-4.528984129E-1
7.375054125E0,-3.782960773E-2,-1.691977829E-1,-5.568388700E-1
7.384990125E0,3.187982365E-4,-2.355994582E-1,-6.360660791E-1
7.394926125E0,9.587088227E-2,-1.917411834E-1,-6.656159163E-1
7.404862125E0,2.161113024E-1,-6.233233213E-2,-6.561657190E-1
7.414798125E0,3.222902119E-1,3.648692369E-2,-6.619128585E-1
7.424734125E0,3.621594906E-1,2.096151188E-2,-6.592869163E-1
7.434670125E0,3.365971446E-1,-9.288728982E-2,-5.899211764E-1
7.444606125E0,2.823921144E-1,-2.355880588E-1,-4.564428031E-1
7.454542125E0,2.559972703E-1,-2.990900874E-1,-2.830558419E-1
7.464478125E0,2.697571218E-1,-2.869728208E-1,-7.713008672E-2
7.474414125E0,2.583257854E-1,-1.704741567E-1,1.055997834E-1
7.484350125E0,2.280123383E-1,-8.912767470E-2,1.801419407E-1
